CubeSat.ElapsedSecs,GroundStation1.EarthFixed.X,GroundStation1.EarthFixed.Y,GroundStation1.EarthFixed.Z,Sun.EarthFixed.X,Sun.EarthFixed.Y,Sun.EarthFixed.Z,CubeSat.EarthFixed.X,CubeSat.EarthFixed.Y,CubeSat.EarthFixed.Z,CubeSat.Earth.BetaAngle,CubeSat.EulerAngle1,CubeSat.EulerAngle2,CubeSat.EulerAngle3,CubeSat.EarthFixed.VX,CubeSat.EarthFixed.VY,CubeSat.EarthFixed.VZ
24863.27566037653,-633.1672917014705,-5113.638504724577,3759.554502447771,-10616535.70492441,-142268462.4711756,52413907.0251058,-3022.092558393961,-3942.455376495335,4960.73037801658,-18.0469051872602,-91.42515975336057,44.96163676038165,90.01408132095645,5.687135334866241,-4.369533753463671,-0.01619879219795187
24959.49056107784,-633.1672917014714,-5113.638504724578,3759.554502447771,-11611702.77330866,-142190891.5246502,52413344.67054964,-2462.740758614584,-4345.154355326995,4932.725930127849,-18.0427733964481,-83.09296734968304,44.65577804099817,95.89923582202536,5.930622208049455,-3.994446803350789,-0.5654311542200368
25055.69465823937,-633.1672917014704,-5113.638504724578,3759.554502447771,-12606192.44993124,-142106369.3465367,52412782.37337118,-1882.76440368168,-4709.802707538522,4852.124768479542,-18.0393911306867,-74.93166861359904,43.75368458471484,101.6024249389343,6.116918338170176,-3.579991073430041,-1.108736159620007
25151.88032076694,-633.167291701471,-5113.638504724579,3759.554502447772,-13599877.44758206,-142014909.9304141,52412220.17812327,-1287.791523574016,-5032.765139396868,4719.799568465542,-18.03680549660369,-67.08608686695011,42.29089817799787,106.9679009638777,6.244561917537517,-3.129740178075342,-1.640302905013699
25248.04345619632,-633.1672917014715,-5113.638504724577,3759.554502447771,-14592667.27982453,-141916526.0629554,52411658.10867666,-683.5411358621193,-5310.789543183019,4537.18061135747,-18.03503031094257,-59.65659746855798,40.31979979439215,111.8839290400528,6.312668671670396,-2.647622846059527,-2.154461026346398
25344.17981898878,-633.1672917014714,-5113.638504724578,3759.55450244777,-15584470.09478982,-141811232.218517,52411096.18979739,-75.78787347671167,-5541.025645161603,4306.240917309188,-18.03404392377659,-52.69505454571296,37.90202714240619,116.2867738168424,6.320928630377282,-2.137905406931131,-2.645720719182343
25440.28849635506,-633.1672917014716,-5113.638504724579,3759.554502447771,-16575228.62434161,-141699040.4156807,52410534.42677169,529.7167404414822,-5721.062019215185,4029.464394691839,-18.03378945001871,-46.21070635390952,35.10148943577552,120.1544928829984,6.269605198931221,-1.605136531492368,-3.108849317166318
25536.36908187764,-633.1672917014718,-5113.638504724578,3759.554502447771,-17564890.96320774,-141579962.6181415,52409972.8219257,1127.281785418012,-5848.941103510758,3709.821370364649,-18.0341776405097,-40.18169922717185,31.97946861048645,123.4952822021405,6.159525079949565,-1.054120833361536,-3.538911317465176
25632.42235853104,-633.1672917014714,-5113.638504724578,3759.554502447772,-18553417.57869351,-141454009.6305632,52409411.37063284,1711.334638300602,-5923.180562640307,3350.733231587647,-18.03509140709433,-34.56664282466213,28.59179502434158,126.3356374352114,5.992066154493553,-0.4898724708537255,-3.93132381201847
25728.44694361556,-633.1672917014691,-5113.638504724574,3759.554502447771,-19540746.77693231,-141321195.4308919,52408850.08092487,2276.45282463988,-5942.78830819028,2956.04821943306,-18.03639112277667,-29.31415588297531,24.98788474338674,128.7106156344992,5.769148500365813,0.08241006831334161,-4.281892665899562
25824.44204189815,-633.1672917014699,-5113.638504724575,3759.554502447771,-20526823.07757727,-141181533.8420999,52408288.95739941,2817.432324506788,-5907.280527958018,2529.991529268646,-18.03792037138349,-24.36910337914581,21.21069494906584,130.6571902581141,5.493212500546324,0.6574075237562411,-4.58687221956649
25920.40580705507,-633.1672917014712,-5113.638504724577,3759.554502447771,-21511580.385882,-141035040.8792564,52407728.01079977,3329.327297732677,-5816.690948269308,2077.126690192292,-18.03951222283548,-19.6765094301738,17.29744642545684,132.210004953332,5.16719850571256,1.229720932520305,-4.843002913867713
26016.34230954805,-633.1672917014708,-5113.638504724577,3759.554502447771,-22495013.44500496,-140881723.738734,52407167.21727711,3807.531566266332,-5671.565183280869,1602.272082641303,-18.04099642554262,-15.18313893320289,13.28026885645879,133.3991069395562,4.794490511961597,1.79396576122557,-5.047565232620709
26112.25685889367,-633.1672917014721,-5113.638504724579,3759.554502447772,-23477129.63308261,-140721586.659008,52406606.54574367,4247.78916444618,-5472.953926611493,1110.467494504537,-18.04220697395774,-10.83839669095188,9.18738832214788,134.2486402578497,4.378888716056704,2.344795853305354,-5.198389467029148
26208.15457444405,-633.1672917014716,-5113.638504724579,3759.554502447771,-24457934.26121119,-140554633.0206447,52406045.96621946,4646.223090138254,-5222.407947380597,606.9283142243438,-18.04298967792595,-6.594246155716199,5.044184554062664,134.7763451940311,3.924575556520494,2.876947151023395,-5.293876150644976
26304.04339910019,-633.1672917014702,-5113.638504724578,3759.554502447771,-25437461.32799076,-140380859.8491739,52405485.43221705,4999.379081989513,-4921.957997544633,96.97546492874464,-18.04320902288834,-2.40448541102326,0.8740008356124674,134.993430633235,3.436057963137044,3.385305703726078,-5.333015351645485
26399.92315589916,-633.1672917014716,-5113.638504724579,3759.554502447772,-26415661.73467727,-140200277.8149861,52404924.94471321,5304.215370472223,-4574.135212148711,-413.9616510111729,-18.04275394275662,1.775597857181002,-3.300495721673357,134.9045556090944,2.918178138544909,3.86490180427775,-5.315395320543122
26495.79820290674,-633.1672917014699,-5113.638504724576,3759.554502447771,-27392532.65484471,-140012888.940865,52404364.47817308,5558.178736881508,-4181.915863169607,-920.4690910136205,-18.04154270481759,5.990699496605121,-7.457018795248609,134.507905283528,2.376002376237347,4.311030600632549,-5.241217888859955
26591.67459741002,-633.1672917014703,-5113.638504724577,3759.554502447771,-28368088.38298187,-139818690.8370014,52403803.99712666,5759.207881628631,-3748.699367070072,-1417.190217880372,-18.0395266556246,10.28630898780841,-11.57270197770082,133.7951414665993,1.814779420280384,4.71928196201586,-5.111287450957441
26687.56028262433,-633.1672917014688,-5113.638504724577,3759.554502447771,-29342362.086894,-139617675.7046989,52403243.45507657,5905.744027283683,-3278.275298698103,-1898.881206961022,-18.03669262962503,14.70960233002602,-15.62323888635313,132.7513638969223,1.23988420648741,5.0855828211633,-4.926995941823896
26783.46357675036,-633.1672917014708,-5113.638504724576,3759.554502447771,-30315390.31915481,-139409833.002569,52402682.80333041,5996.734532003125,-2774.796391926032,-2360.455733547916,-18.03306330662519,19.31009648312375,-19.58189790874244,131.3551641737689,0.656772534214108,5.406228739372213,-4.690305079520109
26879.3912411551,-633.1672917014704,-5113.638504724579,3759.554502447771,-31287193.39556162,-139195153.7128263,52402122.00229613,6031.636871856529,-2242.754289196525,-2797.027179402027,-18.028695080189,24.1399358521961,-23.41846320741411,129.5789529109144,0.07094039532440849,5.677913815134791,-4.403728819990405
26975.34466765355,-633.167291701471,-5113.638504724577,3759.554502447771,-32257736.94767686,-138973639.834838,52401561.04376496,6010.425827308028,-1686.966237815252,-3203.944549057971,-18.02367399578871,29.25343226006201,-27.09807617795811,127.3898966844745,-0.512104331859505,5.897758803145973,-4.070323005716979
27071.32222931832,-633.1672917014713,-5113.638504724579,3759.554502447771,-33226956.05694971,-138745300.6084632,52400999.93718095,5933.60257851173,-1112.524297592515,-3576.858163237365,-18.01811069310656,34.70583706715514,-30.58037126224083,124.7517359512183,-1.086909058794126,6.063357773869156,-3.693653826041538
27167.32395506697,-633.167291701471,-5113.638504724577,3759.55450244777,-34194802.59514564,-138510141.9631581,52400438.68230553,5802.186588741328,-524.7218001235666,-3911.787137466235,-18.01213575916216,40.55065747018979,-33.81885437797381,121.6280267468112,-1.648157384608741,6.172815510437377,-3.277742458940956
27229.39413300483,-633.1672917014707,-5113.63850472458,3759.554502447771,-34819683.65830323,-138354505.0863088,52400075.7976642,5688.880395224284,-140.2008266340669,-4106.381141071681,-18.00812292757605,44.56000067716798,-35.75789249319085,119.3354049678096,-2.001323193947215,6.213030710248639,-2.990073679089472
27257.53922086442,-633.1672915969591,-5113.638504849339,3759.554502295676,-35102796.94543338,-138283003.980527,52399911.25035088,5630.336436669476,34.82131972682539,-4188.645206995577,-18.00627855865517,46.44100654668112,-36.59199697190159,118.2230978787435,-2.15850538047572,6.223271333172988,-2.855197289510083
27270.57275099214,-633.1672915487305,-5113.638504907256,3759.554502225024,-35233852.41442487,-138249696.7117114,52399835.05097171,5601.733074275702,115.9535259620245,-4225.446295056237,-18.00542092094046,47.32568778758258,-36.9680925962533,117.6924770656039,-2.230618070822252,6.226316476772007,-2.791851550151838
27276.53345908038,-633.1672915267081,-5113.638504933772,3759.554502192666,-35293778.32961985,-138234422.6914904,52399800.202176,5588.339112572216,153.0699744334446,-4242.000878956457,-18.00502811156051,47.73317985417393,-37.13788903253509,117.4465202015146,-2.263450456652538,6.227350573604819,-2.762699184105771
27283.1384062185,-633.1672915023287,-5113.638504963177,3759.554502156776,-35360173.36132554,-138217467.5021199,52399761.58685675,5573.269293117631,194.2043656190262,-4260.141323082716,-18.00459249881352,48.18684378746227,-37.32439553712489,117.1715702172009,-2.299721469050483,6.228233403823235,-2.73026455192187
27286.39019436669,-633.1672914903367,-5113.638504977662,3759.554502139094,-35392858.37993345,-138209108.3039057,52399742.57551312,5565.762114251613,214.4578208272113,-4268.993529272399,-18.00437792041842,48.41101844424963,-37.41557761918384,117.0352741997057,-2.317535730534974,6.228566421529896,-2.714245851547667
27289.94788101409,-633.1672917014713,-5113.638504724579,3759.55450244777,-35428615.8424987,-138199953.8947224,52399721.77574664,5557.482426958077,236.6176425373469,-4278.618734379582,-18.0041430748059,48.6569051648927,-37.51484976983878,116.8854529405037,-2.336993075685912,6.228853934611786,-2.696682563053905
27301.61799002672,-633.1672916582842,-5113.638504776439,3759.554502384505,-35545892.69834754,-138169860.1835837,52399653.5472004,5529.838093867807,309.312100195731,-4309.751954425511,-18.00337222150167,49.46805953213063,-37.83687269043265,116.3888389360705,-2.400575167226004,6.229233227382463,-2.638797164226965
27338.10001277598,-633.1672915238213,-5113.638504939017,3759.554502186013,-35912347.58814304,-138075142.2405783,52399440.25670184,5438.668202498221,536.5127126568724,-4402.683905050946,-18.00096039357972,52.04928104521916,-38.80674126390914,114.7854100164957,-2.596858896622197,6.224840643474237,-2.455226169430988
27424.4832710945,-633.167291701472,-5113.638504724579,3759.554502447771,-36779039.77272168,-137846992.1608969,52398935.21672775,5194.79790126738,1072.670130402032,-4595.515800287961,-17.9952828972712,58.43497661777214,-40.86371806207087,110.6852098309567,-3.045415258540867,6.18071411116176,-2.006162517908018
27519.46561492514,-633.1672917014698,-5113.638504724576,3759.55450244777,-37730333.35980488,-137589851.6488809,52398379.89538355,4883.251090896427,1655.28376414396,-4761.828811656592,-17.98921389938068,65.88163715015996,-42.69202836645884,105.7119839218679,-3.509234965028874,6.077627567686393,-1.49280868253131
27615.48460006015,-633.1672917014696,-5113.63850472458,3759.554502447772,-38690182.19710675,-137323231.990108,52397818.50594456,4525.178312511857,2231.548955017904,-4879.607427884647,-17.98341933331366,73.80062046511043,-44.02212749466813,100.2626044298455,-3.942922396277017,5.915983943203222,-0.9582834955920734
27711.63596383994,-633.1672917014714,-5113.638504724579,3759.554502447771,-39649466.67245043,-137049534.9179864,52397256.33511756,4126.737778207887,2790.321705503502,-4945.589970802886,-17.97810660015076,82.01330437119852,-44.78370513771631,94.50318242800998,-4.338029464013564,5.697472264936939,-0.4129965776630811
27807.81185757369,-633.1672917014698,-5113.63850472458,3759.554502447771,-40607059.272139,-136769064.3595213,52396694.01337805,3692.212530136253,3325.560538741608,-4958.888254340836,-17.97340635641503,90.35866677628837,-44.94436496851323,88.60299383648325,-4.690671283412335,5.423959199150413,0.1366786109593899
27904.00213371031,-633.1672917014715,-5113.638504724579,3759.55450244777,-41562810.93008639,-136481859.5419894,52396131.59998528,3225.866034765103,3832.014317922189,-4919.340359944718,-17.96941458257831,98.66256546982181,-44.49733839319798,82.74683988894802,-4.997855273291259,5.097727118946842,0.6848572963207238
28000.20636791596,-633.1672917014691,-5113.638504724578,3759.554502447773,-42516669.77307333,-136187932.8121148,52395569.09734382,2732.188638864408,4304.729925315768,-4827.354884327683,-17.96619624829562,106.7583766542386,-43.46098716159633,77.11229429788614,-5.257069731668546,4.721549607894027,1.225725834443175
28096.42327744514,-633.1672917014708,-5113.63850472458,3759.554502447771,-43468575.53904579,-135887299.6851814,52395006.51288256,2215.897536986849,4739.039421780433,-4683.899038037996,-17.96378481323637,114.5112239798427,-41.87532989453926,71.84537910128053,-5.466257890230334,4.298693164692523,1.753541051242225
28192.64562882017,-633.167291701471,-5113.638504724577,3759.554502447771,-44418409.46704885,-135579995.5798086,52394443.88882332,1681.921437231106,5130.588696531931,-4490.502623323876,-17.96218102034456,121.8320086580653,-39.79554165682158,67.04657974874037,-5.62382729753736,3.832919569005921,2.262662760854686
28288.86201406131,-633.1672917014725,-5113.638504724576,3759.554502447771,-45366012.45791396,-135266072.0100187,52393881.29179897,1135.3471962674,5475.402298370061,-4249.252076490151,-17.96135161316812,128.6791928486125,-37.28446589659271,62.76928284175999,-5.728678511839431,3.328458350781576,2.747628563306663
28385.06393611897,-633.1672917014697,-5113.638504724576,3759.554502447771,-46311255.13365048,-134945574.1595916,52393318.77142456,581.3295200187551,5769.957349439384,-3962.754403919955,-17.96122977911916,135.0515245414981,-34.40595865428709,59.02743000158521,-5.780226238716222,2.789936206160858,3.203253571218716
28481.25089805108,-633.1672917014699,-5113.638504724576,3759.55450244777,-47254087.37218446,-134618522.3854537,52392756.33053742,25.00834967363845,6011.226584525378,-3634.082160067901,-17.96171852476467,140.9765750272036,-31.22020329121914,55.80735108496155,-5.77839270442126,2.222297466412269,3.624707099207208
28577.42853941163,-633.1672917014708,-5113.638504724579,3759.554502447772,-48194519.18025865,-134284915.9938769,52392193.9360916,-528.529951863634,6196.685762232381,-3266.730053369258,-17.96269629304233,146.4992316446613,-27.78131002613399,53.0795040327973,-5.723584334191898,1.630757753852931,4.007544571277179
28673.60415371368,-633.1672917014688,-5113.638504724577,3759.554502447772,-49132576.2741269,-133944747.1526798,52391631.54536702,-1074.27098877604,6324.317596937248,-2864.586389204199,-17.96402294190164,151.6726991588285,-24.13667863107495,50.80767183919297,-5.616673301555767,1.020778960722261,4.34772580730043
28769.77868423564,-633.1672917014712,-5113.638504724577,3759.55450244777,-50068222.07781433,-133598029.4653431,52391069.15277473,-1607.270026498749,6392.625017951354,-2431.928730179097,-17.96554457006297,156.5523739434674,-20.32757179053947,48.95520267568791,-5.458996736249621,0.398073450181388,4.641628287303337
28865.94268844929,-633.1672917014712,-5113.638504724578,3759.554502447771,-51001319.39988016,-133244815.0974802,52390506.81345867,-2122.678016295058,6400.669301116878,-1973.40974003316,-17.96709737910335,161.1924665890136,-16.39010433171606,47.48862202223477,-5.252368290437629,-0.2314152092791199,4.88609007244439
28962.08668987965,-633.1672917014706,-5113.638504724578,3759.554502447771,-51931731.83095382,-132885159.2174886,52389944.58276588,-2615.848835311598,6348.106983923636,-1493.966627897163,-17.96851239359713,165.64501342327,-12.3558233978727,46.3793693484448,-4.99905566295724,-0.8616337092679887,5.078490613059256
29058.20383286336,-633.1672917014725,-5113.638504724577,3759.554502447771,-52859349.38006595,-132519109.7889181,52389382.50071446,-3082.396957281191,6235.193430583238,-998.7505885581018,-17.96962233573113,169.9595271026436,-8.252582727589296,45.60477178564326,-4.701748414239796,-1.486498526506454,5.216787023858767
29154.29996283492,-633.1672917014732,-5113.638504724579,3759.554502447771,-53784185.04259868,-132146667.2613412,52388820.53305381,-3518.279351025191,6062.754268639227,-493.0124791974194,-17.9702710944069,174.1836450705815,-4.105057799111449,45.14844162673747,-4.363486238327139,-2.100023758083653,5.299539593432417
29250.38725943305,-633.1672917014708,-5113.638504724577,3759.554502447771,-54706312.07166746,-131767805.6136793,52388258.60848594,-3919.784205274847,5832.158713997213,17.92564897579949,-17.97032388452772,178.363453213631,0.06408089514733331,45.00056474944122,-3.987627139891591,-2.696336226315287,5.325893728916055
29312.44620258221,-633.1672917014705,-5113.638504724577,3759.554502447772,-55300461.55359112,-131519692.8875037,52387895.67928669,-4159.223113243305,5653.190699932379,348.1605489303389,-17.96999067450786,-178.9394037442548,2.757965813253909,45.06723062299177,-3.726600216096377,-3.069615535698967,5.312786721641571
29341.80294494145,-633.1672916113832,-5113.638504869041,3759.554502266449,-55581130.35597471,-131401390.4086474,52387723.99577496,-4266.750586859028,5560.534125450048,503.9277895438944,-17.96972482744051,-177.6599940789334,4.030528109902908,45.14321155727107,-3.59849349192587,-3.242412593533181,5.298359012196607
29355.32309703995,-633.1672915700926,-5113.6385049357,3759.554502182735,-55710306.41968755,-131346705.1095021,52387644.92721927,-4314.998145555263,5516.163552627225,575.506767761846,-17.96957829188677,-177.06949240167,4.615964804795502,45.18785559643464,-3.538540552085255,-3.321112964817377,5.289942100512751
29358.70671345619,-633.1672915597831,-5113.638504952394,3759.554502161765,-55742626.21214625,-131332999.4418701,52387625.13912617,-4326.945679627326,5504.893000288215,593.4020630276348,-17.96953921560532,-176.9215627494963,4.762404801281773,45.19998376616997,-3.523444383114713,-3.340719239990301,5.287661085057515
29361.85490725329,-633.1672915501966,-5113.638504967931,3759.554502142247,-55772694.25530652,-131320240.2344355,52387606.72782385,-4338.016012852597,5494.347096666663,610.0452217800018,-17.96950199437332,-176.7838689532409,4.89862751322434,45.21161210773125,-3.509365782209768,-3.358928708055895,5.285476069600111
29366.23575630365,-633.1672915368607,-5113.638504989561,3759.554502115073,-55814530.38950967,-131302473.7859909,52387581.10767765,-4353.347010245283,5479.576725733162,633.1932579950738,-17.9694488126281,-176.5921680813143,5.08814026968196,45.2283457572026,-3.489722494687511,-3.384215223403076,5.282334992567359
29370.90705275768,-633.1672915226545,-5113.638505012632,3759.554502086085,-55859133.99695279,-131283514.7507949,52387553.78891264,-4369.599487933563,5463.705208811448,657.8605388409741,-17.9693903147222,-176.387632774355,5.290155009597247,45.24689765634149,-3.468710226868133,-3.411110058551202,5.278856854234451
29385.41363049299,-633.1672917014708,-5113.638504724577,3759.554502447771,-55997608.15011892,-131224541.4291472,52387468.9511364,-4419.44294741197,5413.618336118513,734.355748008064,-17.9691968007783,-175.7515775674463,5.917066186033083,45.3091836912163,-3.403023906655917,-3.494176064896366,5.267209094220751
29436.70039057033,-633.1672915456963,-5113.638504977994,3759.554502129317,-56486671.4229643,-131014875.765312,52387169.01286204,-4587.921000080558,5226.991047853853,1003.243581774628,-17.96836735551872,-173.4901991451883,8.127092911920489,45.5865000806859,-3.165728278267643,-3.782087399117927,5.21580271984232
29526.41842196463,-633.1672917014711,-5113.638504724578,3759.554502447771,-57340318.00087193,-130643717.6338873,52386644.31251705,-4852.697730777241,4865.897239167345,1465.818113094475,-17.96636408861579,-169.4698010397135,11.96057991299938,46.29023154429569,-2.733211100887361,-4.262192445245701,5.087960911004095
29621.79437441519,-633.1672917014729,-5113.638504724579,3759.554502447771,-58245123.41559646,-130243054.1903255,52386086.51432847,-5090.614617601163,4436.484105552664,1942.557335438852,-17.9634646234926,-165.0687896538897,15.97077879717496,47.35626881767072,-2.252599083106655,-4.735738941491944,4.900354591876807
29717.82889834139,-633.1672917014721,-5113.638504724577,3759.554502447772,-59153347.92531039,-129833292.7766566,52385524.85564131,-5282.996641034261,3960.494735644713,2402.006837120597,-17.95977026860209,-160.457111590315,19.91454277092388,48.78200500886087,-1.751418174307082,-5.169579697786428,4.659593097903898
29813.94461021991,-633.16729170147,-5113.638504724578,3759.554502447771,-60059454.05765253,-129416843.6727246,52384962.71310641,-5426.703117018729,3444.636913740863,2836.291532773695,-17.95534963903463,-155.6085374743455,23.73653031269356,50.5907503470357,-1.237143874262794,-5.556253104415226,4.369096880667328
29910.0802865345,-633.1672917014716,-5113.638504724578,3759.554502447771,-60962815.80761815,-128993982.4645376,52384400.44470436,-5520.574759580393,2893.94054078978,3240.476428057719,-17.95028688087218,-150.4714353833987,27.39899087490143,52.8150156536698,-0.7148309445513472,-5.891510238730207,4.032078855991188
30006.23509276193,-633.1672917014703,-5113.638504724577,3759.554502447771,-61863379.37235416,-128564729.6197109,52383838.05522729,-5564.047030969556,2313.511568283479,3610.240443002982,-17.94468985878268,-144.9903640352657,30.86118629436783,55.49141383397406,-0.1892541365086569,-6.171869713642751,3.652112603905436
30102.41089911433,-633.1672917014707,-5113.638504724578,3759.554502447771,-62761116.3488158,-128129093.8177131,52383275.53365273,-5557.014311107476,1708.752764393059,3941.635507734954,-17.93868979776355,-139.1118150855081,34.07617073499168,58.65648943954305,0.3348414791037249,-6.394370939318102,3.233215145034469
30198.60451460117,-633.1672917014707,-5113.638504724577,3759.554502447771,-63655951.18843943,-127687107.0028445,52382712.89855833,-5499.826339603272,1085.361390392794,4231.101061372075,-17.93243760178273,-132.7901239149601,36.99020883036916,62.34067827059113,0.8527410133223845,-6.556583603437218,2.779835784876643
30294.8115946725,-633.1672917014714,-5113.638504724578,3759.554502447771,-64547798.17600667,-127238807.6940344,52382150.17526972,-5393.288778829505,449.2537962447583,4475.522220869638,-17.92609738864486,-125.9956448408932,39.54357483429478,66.55970933981297,1.359822816915034,-6.656649889134949,2.296796753331365
30391.02676034672,-633.167291701471,-5113.638504724577,3759.554502447771,-65436562.73572267,-126784240.7836701,52381587.39516435,-5238.654516749092,-193.4923169623025,4672.26668940366,-17.91983857722564,-118.7257784699101,41.6727248716477,71.30331375409112,1.851599328847421,-6.693307338958465,1.789242349286063
30487.2464205022,-633.167291701471,-5113.638504724579,3759.554502447771,-66322167.55566128,-126323444.2536228,52381024.57916357,-5037.604191269698,-836.7164459162037,4819.219820252216,-17.91382710096558,-111.0165726642825,43.31454744092927,76.52332339450288,2.323769303038598,-6.665904981280477,1.262569475354321
30583.4661884699,-633.1672917014706,-5113.638504724579,3759.55450244777,-67204528.66433166,-125856461.2093461,52380461.75284319,-4792.230023461332,-1474.218952604597,4914.801241337247,-17.90821735043728,-102.9514528596898,44.41258393175035,82.12480653746526,2.772239791434738,-6.574410159263101,0.7223835813792647
30679.68394666677,-633.1672917014706,-5113.638504724578,3759.554502447771,-68083583.53187728,-125383324.9570261,52379898.92850728,-4505.005272530941,-2099.842365474894,4957.984797085856,-17.90314502074486,-94.66074630327391,44.92461051810593,87.96627782910225,3.193173742537935,-6.419409263629376,0.1744224790867249
30775.89447861537,-633.1672917014699,-5113.638504724578,3759.554502447771,-68959241.9336594,-124904085.1789887,52379336.13658772,-4178.773098800407,-2707.497238684249,4948.305613076296,-17.89872209842683,-86.30916634278877,44.82948625635303,93.87217434546228,3.582996945448768,-6.202112365707104,-0.3754740090952124
30872.09379054839,-633.1672917014712,-5113.638504724578,3759.554502447772,-69831425.6135579,-124418786.9719389,52378773.40036565,-3816.706809760549,-3291.251756997461,4885.869762109107,-17.89503282074539,-78.0711201338144,44.13106531385252,99.6572665622369,3.938447155137307,-5.924341235215071,-0.9214501801717114
30968.28216661233,-633.1672917014719,-5113.638504724578,3759.554502447771,-70700095.62719864,-123927454.7437894,52378210.71810022,-3422.262878941661,-3845.407179709737,4771.345446051439,-17.89213091356502,-70.10257689671437,42.85738347353353,105.1545416307205,4.256607147810604,-5.588499725133441,-1.4577130961853
31064.45582174929,-633.1672917014702,-5113.638504724578,3759.554502447771,-71565176.65702273,-123430134.2820869,52377648.11184915,-2999.178828771871,-4364.504028687295,4605.961178625496,-17.89003788873927,-62.52038442292857,41.05571474748983,110.2359255693052,4.534895487373191,-5.197578468663276,-1.978545352961932
31160.60974127613,-633.1672917014721,-5113.638504724579,3759.554502447772,-72426583.14399964,-122926879.0771344,52377085.61087044,-2551.430196647406,-4843.398053710029,4391.496564111841,-17.88874162837471,-55.39308423949387,38.78527443454885,114.8212180305567,4.771100195418245,-4.755128821359468,-2.478382191190563
31256.73545611789,-633.1672917014713,-5113.638504724577,3759.554502447771,-73284199.72562172,-122417762.5463418,52376523.26463073,-2083.205065791796,-5277.306733259244,4130.272863034754,-17.88819648488022,-48.74405453148464,36.10999239016345,118.874822287999,4.963394348053197,-4.265248766179672,-2.951861839147583
31352.82559260959,-633.1672917014706,-5113.638504724577,3759.554502447771,-74137922.24348739,-121902854.569572,52375961.11619169,-1598.843577334618,-5661.885741049636,3825.120066558378,-17.8883251936453,-42.56124359682202,33.09273031088012,122.3956886479327,5.110364700261212,-3.732529295895318,-3.393910434141341
31448.88152653584,-633.1672917014697,-5113.638504724577,3759.55450244777,-74987725.1431188,-121382179.3994386,52375399.15743022,-1102.75481543925,-5993.29770499162,3479.31341581337,-17.88902277678722,-36.80865891613019,29.79144346391259,125.4053691439717,5.211027235289349,-3.161962681550689,-3.799829426159811
31544.90670977393,-633.1672917014712,-5113.638504724577,3759.55450244777,-75833601.17502734,-120855749.7366367,52374837.36807629,-599.4064055405096,-6268.211146020213,3096.547604156958,-17.89016144164392,-31.4372129447675,26.25769594345997,127.9370617135121,5.264811773351927,-2.558922688826755,-4.165307652983097
31640.90535045834,-633.1672917014708,-5113.638504724575,3759.554502447769,-76675549.43878436,-120323573.453036,52374275.72343361,-93.29183290353055,-6483.825947389329,2680.900301058471,-17.89159549322927,-26.39224187044594,22.53642650648555,130.0278006702841,5.271560742092615,-1.929121002031386,-4.486459811627899
31736.88179973979,-633.1672917014719,-5113.638504724576,3759.55450244777,-77513569.87961495,-119785656.8246907,52373714.19796701,411.1049101581839,-6637.899268474454,2236.791710373584,-17.89316622381349,-21.61817085155107,18.66648206222628,131.7134319521839,5.231527490427002,-1.278557830589593,-4.759865414356008
31832.8326544608,-633.1672917014711,-5113.638504724578,3759.554502447771,-78347594.75519155,-119242049.4799858,52373152.81150827,909.3067175020266,-6728.76417415826,1768.978153251986,-17.89470728548824,-17.06134896906651,14.68183584158804,133.0256143072585,5.145381131235006,-0.6135211150065543,-4.982590059045614
31928.75485187396,-633.1672917014703,-5113.638504724577,3759.55450244777,-79177560.04489298,-118692800.1563783,52372591.58190056,1396.92652876642,-6755.373901250168,1282.468171674796,-17.89605173569959,-12.67062159012296,10.61228304717786,133.9905185588217,5.014204440833843,0.05952756264756288,-5.152252635311433
32024.65100713307,-633.1672917014705,-5113.638504724579,3759.55450244777,-80003451.25703306,-118137925.5421959,52372030.49376101,1869.73288044416,-6717.309976693882,782.4383898191498,-17.89704033011874,-8.397208511597674,6.484199636135364,134.6281663245013,4.839470176116477,0.7340583512603844,-5.267058735428665
32120.52888271865,-633.1672917014713,-5113.638504724578,3759.554502447771,-80825297.74887201,-117577411.6862638,52371469.50159299,2323.679694821087,-6614.770250251776,274.1765571507981,-17.8975297078553,-4.194311609074671,2.321500188561901,134.9521069504675,4.623013748012125,1.403537782610218,-5.325806146755125
32216.40194132924,-633.1672917014707,-5113.638504724578,3759.554502447771,-81643176.3632932,-117011209.1912573,52370908.52654061,2754.936337208231,-6448.550694314044,-236.9780724335889,-17.89739890571133,-0.01634281513780533,-1.853490525932671,134.9693073977794,4.367001436035278,2.061497050253467,-5.327883416573168
32312.27933977498,-633.1672917014722,-5113.638504724578,3759.554502447771,-82457125.47533584,-116439291.5308209,52370347.51493687,3159.868734505403,-6220.048595477406,-745.6349857367011,-17.89655336357661,4.181559479414066,-6.018734755714511,134.6801294088531,4.073929905768862,2.701524931606919,-5.273267913724122
32408.16321135499,-633.1672917014705,-5113.638504724578,3759.554502447771,-83267122.94188519,-115861672.8066086,52369786.45420846,3535.062401875633,-5931.274960084425,-1246.392328248342,-17.89492718157356,8.444369831476081,-10.15151597715383,134.0784203503713,3.746620009461354,3.317316712528917,-5.162542170138125
