CubeSat.ElapsedSecs,GroundStation1.EarthFixed.X,GroundStation1.EarthFixed.Y,GroundStation1.EarthFixed.Z,Sun.EarthFixed.X,Sun.EarthFixed.Y,Sun.EarthFixed.Z,CubeSat.EarthFixed.X,CubeSat.EarthFixed.Y,CubeSat.EarthFixed.Z,CubeSat.Earth.BetaAngle,CubeSat.EulerAngle1,CubeSat.EulerAngle2,CubeSat.EulerAngle3,CubeSat.EarthFixed.VX,CubeSat.EarthFixed.VY,CubeSat.EarthFixed.VZ
376.2562513235025,-633.1672917014707,-5113.63850472458,3759.554502447772,141309251.1704119,19253652.94040751,52556864.81873215,-825.1415088091006,-6697.396317754989,1958.904126777099,-18.66841275098338,-163.2110175596033,16.11005152126459,47.39929070264512,5.190548549262319,0.7952042611565114,4.892460197503956
472.3400353803299,-633.1672917014706,-5113.63850472458,3759.554502447772,141440521.5138097,18265856.47698218,52556304.86986262,-322.2529106720662,-6589.283779424952,2417.740535792286,-18.66468649426821,-158.5900431011754,20.05177816578666,48.83855002742256,5.269478021833966,1.452996265994932,4.64982769886206
568.4690094203688,-633.1672917014699,-5113.638504724577,3759.554502447771,141564943.7906978,17276700.37681471,52555744.64384899,186.230149253794,-6418.602100662266,2851.063947062862,-18.66024671148015,-153.7319173436913,23.86907306883719,50.66151354988064,5.30188122030614,2.094880643667712,4.357632664724687
664.6128540043719,-633.1672917014702,-5113.638504724577,3759.554502447771,141682466.1815475,16286544.12537119,52555184.31746938,695.6425068975831,-6187.202228251744,3254.104559618403,-18.65518999335438,-148.5835159019814,27.52530864841933,52.90118911928953,5.287105424754873,2.714513829840875,4.019046017993509
760.7738133869134,-633.1672917014706,-5113.638504724577,3759.554502447772,141793082.2114296,15295412.59894658,52554623.87773658,1201.446291483166,-5897.48287838768,3622.569240130658,-18.64963255007031,-143.0892644234952,30.97966743037227,55.59428757038333,5.224944097072814,3.306022312105962,3.637653117099982
856.9549654028378,-633.1672917014712,-5113.638504724579,3759.554502447771,141896785.9594431,14303322.08876385,52554063.30680155,1699.105268674325,-5552.387656543328,3952.529526683963,-18.64370735564717,-137.1957470753733,34.18502048856025,58.7772853920322,5.115603773850526,3.863837520647542,3.217482966807804
953.1571785220876,-633.1672917014696,-5113.638504724579,3759.55450244777,141993568.8056481,13310311.70082417,52553502.59969082,2184.108248754986,-5155.385759339226,4240.451996423154,-18.63756258699342,-130.857419954067,37.08752088674517,62.48044111367356,4.959706079981065,4.382727696311533,2.762977678512818
1049.377110879868,-633.1672917014712,-5113.63850472458,3759.554502447771,142083418.432197,12316464.11573962,52552941.77597077,2652.000327895501,-4710.452446975134,4483.23527814411,-18.63135943718088,-124.04524861309,39.62723588306611,66.71889573803008,4.758293387410038,4.857837052910267,2.278960234506325
1145.605470822193,-633.167291701471,-5113.638504724579,3759.554502447771,142166318.9107801,11321923.70090899,52552380.88988933,3098.419330201732,-4222.047838694595,4678.250161083631,-18.62526652537014,-116.7580347186351,41.74039231539371,71.48111769085421,4.512837442768361,5.28472921601711,1.770600297100295
1241.831752471626,-633.1672917014702,-5113.638504724578,3759.554502447771,142242256.4239271,10326847.67264315,52551820.00277703,3519.164734007873,-3695.056027248653,4823.389792926029,-18.61945014374871,-109.0339572932289,43.36385861438315,76.71700497180865,4.225229372387362,5.659459117039328,1.243340210916075
1338.049110851716,-633.167291701471,-5113.638504724578,3759.554502447771,142311223.0269516,9331355.625859004,52551259.15463025,3910.2605538045,-3134.705612811443,4917.100445737634,-18.61406331775167,-100.9584842086012,44.44160971335241,82.32965445814304,3.897753108190436,5.978628549196922,0.7028088783612506
